Date,Time,Open,High,Low,Close,Volume
29-03-2011,18:00:00,37.021,37.093,36.983,37.034,60
29-03-2011,19:00:00,37.034,37.154,37.01,37.144,60
29-03-2011,20:00:00,37.144,37.144,36.864,36.927,76
29-03-2011,21:00:00,36.927,36.993,36.904,36.987,71
29-03-2011,22:00:00,36.986,37.044,36.901,37.023,83
29-03-2011,23:00:00,37.024,37.314,37.014,37.283,60
30-03-2011,00:00:00,37.284,37.354,37.223,37.263,60
30-03-2011,01:00:00,37.264,37.334,37.173,37.284,60
30-03-2011,02:00:00,37.283,37.474,37.283,37.413,60
30-03-2011,03:00:00,37.414,37.424,37.283,37.343,60
30-03-2011,04:00:00,37.344,37.394,37.236,37.354,60
30-03-2011,05:00:00,37.344,37.634,37.331,37.544,60
30-03-2011,06:00:00,37.544,37.714,37.484,37.643,60
30-03-2011,07:00:00,37.663,37.733,37.553,37.574,63
30-03-2011,08:00:00,37.573,37.624,37.183,37.223,74
30-03-2011,09:00:00,37.224,37.354,36.943,37.114,90
30-03-2011,10:00:00,37.113,37.424,37.103,37.424,61
30-03-2011,11:00:00,37.423,37.524,37.325,37.464,65
30-03-2011,12:00:00,37.463,37.544,37.383,37.414,64
30-03-2011,13:00:00,37.413,37.453,37.295,37.313,63
30-03-2011,14:00:00,37.314,37.413,37.293,37.393,60
30-03-2011,15:00:00,37.393,37.434,37.364,37.396,33
30-03-2011,16:00:00,37.402,37.432,37.342,37.397,47
30-03-2011,17:00:00,37.396,37.416,37.333,37.344,68
30-03-2011,18:00:00,37.343,37.414,37.333,37.404,59
30-03-2011,19:00:00,37.403,37.524,37.393,37.523,60
30-03-2011,20:00:00,37.524,37.594,37.513,37.584,60
30-03-2011,21:00:00,37.583,37.694,37.553,37.604,62
