Date,Time,Symbol,Open,High,Low,Close,Volume
5/31/2022,6:00 PM,^ETHUSDT,"1,957.57","1,957.66","1,939.48","1,940.84",948
5/31/2022,5:00 PM,^ETHUSDT,"1,943.49","1,957.91","1,943.45","1,957.57",1005
5/31/2022,4:00 PM,^ETHUSDT,"1,949.23","1,953.55","1,943.37","1,943.49",953
5/31/2022,3:00 PM,^ETHUSDT,"1,937.43","1,949.23","1,934.98","1,949.23",933
5/31/2022,2:00 PM,^ETHUSDT,"1,933.93","1,944.42","1,929.54","1,937.43",1088
5/31/2022,1:00 PM,^ETHUSDT,"1,966.33","1,969.42","1,930.17","1,933.93",1057
5/31/2022,12:00 PM,^ETHUSDT,"1,975.63","1,978.46","1,952.89","1,966.33",1059
5/31/2022,11:00 AM,^ETHUSDT,"1,991.60","1,998.01","1,962.67","1,975.63",1080
5/31/2022,10:00 AM,^ETHUSDT,"1,958.78","1,994.86","1,946.56","1,991.60",1088
5/31/2022,9:00 AM,^ETHUSDT,"1,946.11","1,965.91","1,931.81","1,958.78",1061
5/31/2022,8:00 AM,^ETHUSDT,"1,961.14","1,984.18","1,937.40","1,946.11",1036
5/31/2022,7:00 AM,^ETHUSDT,"1,978.63","1,979.64","1,960.05","1,961.14",999
5/31/2022,6:00 AM,^ETHUSDT,"1,972.21","1,984.96","1,972.21","1,978.63",914
5/31/2022,5:00 AM,^ETHUSDT,"1,967.80","1,975.14","1,962.94","1,972.21",926
5/31/2022,4:00 AM,^ETHUSDT,"1,972.05","1,973.07","1,959.59","1,967.80",936
5/31/2022,3:00 AM,^ETHUSDT,"1,970.82","1,978.47","1,970.73","1,972.05",872
5/31/2022,2:00 AM,^ETHUSDT,"1,968.72","1,974.98","1,965.29","1,970.82",943
5/31/2022,1:00 AM,^ETHUSDT,"1,980.07","1,980.07","1,960.77","1,968.72",1030
5/31/2022,12:00 AM,^ETHUSDT,"1,984.39","1,987.67","1,978.63","1,980.07",953
5/30/2022,11:00 PM,^ETHUSDT,"1,994.34","1,996.20","1,984.30","1,984.39",890
5/30/2022,10:00 PM,^ETHUSDT,"1,997.71","2,001.60","1,986.98","1,994.34",970
5/30/2022,9:00 PM,^ETHUSDT,"1,986.90","1,998.61","1,982.87","1,997.71",921
5/30/2022,8:00 PM,^ETHUSDT,"1,993.42","1,993.42","1,977.82","1,986.90",940
5/30/2022,7:00 PM,^ETHUSDT,"1,999.99","2,010.86","1,981.84","1,993.42",986
5/30/2022,6:00 PM,^ETHUSDT,"1,997.84","2,010.30","1,986.52","1,999.99",1011
5/30/2022,5:00 PM,^ETHUSDT,"1,991.07","1,998.22","1,981.73","1,997.84",1036
5/30/2022,4:00 PM,^ETHUSDT,"1,951.77","1,998.02","1,951.10","1,991.07",1119
5/30/2022,3:00 PM,^ETHUSDT,"1,918.80","1,952.11","1,913.88","1,951.77",1093
5/30/2022,2:00 PM,^ETHUSDT,"1,921.96","1,930.71","1,913.12","1,918.80",920
5/30/2022,1:00 PM,^ETHUSDT,"1,928.14","1,928.14","1,919.12","1,921.96",810
5/30/2022,12:00 PM,^ETHUSDT,"1,921.75","1,933.16","1,914.02","1,928.14",921
5/30/2022,11:00 AM,^ETHUSDT,"1,912.70","1,929.78","1,907.01","1,921.74",1022
5/30/2022,10:00 AM,^ETHUSDT,"1,896.22","1,913.63","1,895.84","1,912.70",961
5/30/2022,9:00 AM,^ETHUSDT,"1,892.46","1,919.51","1,891.79","1,896.22",959
5/30/2022,8:00 AM,^ETHUSDT,"1,889.00","1,892.84","1,875.82","1,892.46",1001
5/30/2022,7:00 AM,^ETHUSDT,"1,900.09","1,909.85","1,874.56","1,889.00",966
5/30/2022,6:00 AM,^ETHUSDT,"1,893.60","1,906.29","1,892.80","1,900.09",873
5/30/2022,5:00 AM,^ETHUSDT,"1,904.37","1,907.57","1,892.96","1,893.60",884
5/30/2022,4:00 AM,^ETHUSDT,"1,907.37","1,909.84","1,899.81","1,904.37",925
5/30/2022,3:00 AM,^ETHUSDT,"1,908.16","1,909.99","1,902.34","1,907.37",852
5/30/2022,2:00 AM,^ETHUSDT,"1,905.08","1,911.79","1,901.61","1,908.16",915
5/30/2022,1:00 AM,^ETHUSDT,"1,897.79","1,915.71","1,894.48","1,905.08",1004
5/30/2022,12:00 AM,^ETHUSDT,"1,872.75","1,897.79","1,872.75","1,897.79",939
5/29/2022,11:00 PM,^ETHUSDT,"1,881.45","1,882.25","1,871.30","1,872.75",956
5/29/2022,10:00 PM,^ETHUSDT,"1,875.69","1,884.54","1,871.65","1,881.45",999
5/29/2022,9:00 PM,^ETHUSDT,"1,843.55","1,881.40","1,843.55","1,875.69",1067
5/29/2022,8:00 PM,^ETHUSDT,"1,805.41","1,843.55","1,805.41","1,843.55",984
5/29/2022,7:00 PM,^ETHUSDT,"1,812.95","1,813.51","1,804.05","1,805.41",931
5/29/2022,6:00 PM,^ETHUSDT,"1,811.71","1,817.02","1,809.61","1,812.95",826
5/29/2022,5:00 PM,^ETHUSDT,"1,803.79","1,825.40","1,797.51","1,811.71",1021
5/29/2022,4:00 PM,^ETHUSDT,"1,794.43","1,805.30","1,794.43","1,803.79",914
5/29/2022,3:00 PM,^ETHUSDT,"1,786.75","1,797.98","1,786.75","1,794.43",849
5/29/2022,2:00 PM,^ETHUSDT,"1,794.37","1,795.71","1,785.82","1,786.75",957
5/29/2022,1:00 PM,^ETHUSDT,"1,797.84","1,803.65","1,794.14","1,794.37",1011
5/29/2022,12:00 PM,^ETHUSDT,"1,803.84","1,808.96","1,796.59","1,797.84",988
5/29/2022,11:00 AM,^ETHUSDT,"1,798.18","1,809.36","1,796.99","1,803.84",941
5/29/2022,10:00 AM,^ETHUSDT,"1,806.44","1,806.44","1,793.93","1,798.18",1017
