Time Series,,^ADAUSDT,,,,,,
Date,Time,Symbol,Open,High,Low,Close,Volume,
5/27/2022,12:00 AM,^ADAUSDT,0.461367,0.465820,0.450974,0.451860,1046,
5/26/2022,11:00 PM,^ADAUSDT,0.469918,0.471231,0.460723,0.461367,958,
5/26/2022,10:00 PM,^ADAUSDT,0.461462,0.470142,0.461393,0.469918,972,
5/26/2022,9:00 PM,^ADAUSDT,0.460742,0.467672,0.457817,0.461462,917,
5/26/2022,8:00 PM,^ADAUSDT,0.477840,0.479136,0.460742,0.460742,919,
5/26/2022,7:00 PM,^ADAUSDT,0.480998,0.484742,0.476601,0.477840,896,
5/26/2022,6:00 PM,^ADAUSDT,0.484819,0.486817,0.480998,0.480998,935,
5/26/2022,5:00 PM,^ADAUSDT,0.482945,0.487568,0.482474,0.484819,982,
5/26/2022,4:00 PM,^ADAUSDT,0.481941,0.484821,0.481742,0.482945,974,
5/26/2022,3:00 PM,^ADAUSDT,0.482506,0.483735,0.478530,0.481941,1000,
5/26/2022,2:00 PM,^ADAUSDT,0.488037,0.488037,0.482506,0.482506,1015,
5/26/2022,1:00 PM,^ADAUSDT,0.492929,0.493258,0.487955,0.488037,1011,
5/26/2022,12:00 PM,^ADAUSDT,0.494424,0.494820,0.492527,0.492929,1004,
5/26/2022,11:00 AM,^ADAUSDT,0.490953,0.499767,0.490461,0.494424,1039,
5/26/2022,10:00 AM,^ADAUSDT,0.487006,0.492178,0.487006,0.490954,1075,
5/26/2022,9:00 AM,^ADAUSDT,0.481761,0.488335,0.481592,0.487006,1120,
5/26/2022,8:00 AM,^ADAUSDT,0.482831,0.483657,0.465460,0.481761,1092,
5/26/2022,7:00 AM,^ADAUSDT,0.484941,0.487338,0.481900,0.482831,1080,
5/26/2022,6:00 AM,^ADAUSDT,0.488361,0.488550,0.483970,0.484941,1079,
5/26/2022,5:00 AM,^ADAUSDT,0.488612,0.489831,0.488320,0.488361,1068,
5/26/2022,4:00 AM,^ADAUSDT,0.485225,0.491020,0.482417,0.488612,1012,
5/26/2022,3:00 AM,^ADAUSDT,0.503718,0.504012,0.481299,0.485225,1042,
5/26/2022,2:00 AM,^ADAUSDT,0.502166,0.504224,0.500963,0.503718,1092,
5/26/2022,1:00 AM,^ADAUSDT,0.503677,0.503706,0.499188,0.502166,1123,
5/26/2022,12:00 AM,^ADAUSDT,0.512969,0.513618,0.503371,0.503677,1049,
5/25/2022,11:00 PM,^ADAUSDT,0.515733,0.515762,0.512783,0.512969,943,
5/25/2022,10:00 PM,^ADAUSDT,0.516890,0.517012,0.512655,0.515733,911,
5/25/2022,9:00 PM,^ADAUSDT,0.514691,0.517476,0.513075,0.516890,1026,
5/25/2022,8:00 PM,^ADAUSDT,0.517958,0.518419,0.514590,0.514691,1044,
5/25/2022,7:00 PM,^ADAUSDT,0.513993,0.519415,0.513993,0.517958,1077,
5/25/2022,6:00 PM,^ADAUSDT,0.518201,0.518655,0.513726,0.513993,1017,
5/25/2022,5:00 PM,^ADAUSDT,0.517130,0.519053,0.515751,0.518201,841,
5/25/2022,4:00 PM,^ADAUSDT,0.515770,0.517789,0.514831,0.517130,838,
5/25/2022,3:00 PM,^ADAUSDT,0.514822,0.516060,0.513468,0.515770,1040,
5/25/2022,2:00 PM,^ADAUSDT,0.516390,0.518243,0.514612,0.514822,1068,
5/25/2022,1:00 PM,^ADAUSDT,0.510701,0.517645,0.510701,0.516390,1096,
5/25/2022,12:00 PM,^ADAUSDT,0.510361,0.512994,0.510325,0.510701,1026,
5/25/2022,11:00 AM,^ADAUSDT,0.511697,0.512894,0.508979,0.510361,1063,
5/25/2022,10:00 AM,^ADAUSDT,0.512113,0.513164,0.509816,0.511697,1043,
5/25/2022,9:00 AM,^ADAUSDT,0.514689,0.516839,0.510605,0.512113,999,
5/25/2022,8:00 AM,^ADAUSDT,0.511926,0.516773,0.511778,0.514689,980,
5/25/2022,7:00 AM,^ADAUSDT,0.509494,0.512145,0.508531,0.511926,759,
5/25/2022,6:00 AM,^ADAUSDT,0.513697,0.514553,0.508387,0.509494,802,
5/25/2022,5:00 AM,^ADAUSDT,0.517942,0.518201,0.513605,0.513697,768,
5/25/2022,4:00 AM,^ADAUSDT,0.517559,0.518165,0.515484,0.517942,782,
5/25/2022,3:00 AM,^ADAUSDT,0.515740,0.518001,0.514587,0.517559,966,
5/25/2022,2:00 AM,^ADAUSDT,0.520898,0.521340,0.515489,0.515740,989,
5/25/2022,1:00 AM,^ADAUSDT,0.520757,0.522085,0.517054,0.520898,993,
5/25/2022,12:00 AM,^ADAUSDT,0.524433,0.526780,0.519678,0.520757,965,
5/24/2022,11:00 PM,^ADAUSDT,0.528166,0.528537,0.524383,0.524433,927,
5/24/2022,10:00 PM,^ADAUSDT,0.529413,0.530515,0.526915,0.528166,1004,
5/24/2022,9:00 PM,^ADAUSDT,0.521335,0.530639,0.519347,0.529413,1010,
5/24/2022,8:00 PM,^ADAUSDT,0.519291,0.521335,0.517650,0.521335,1003,
5/24/2022,7:00 PM,^ADAUSDT,0.521374,0.521714,0.519291,0.519291,985,
5/24/2022,6:00 PM,^ADAUSDT,0.520257,0.524161,0.519806,0.521374,974,
5/24/2022,5:00 PM,^ADAUSDT,0.519019,0.520583,0.518053,0.520257,942,
5/24/2022,4:00 PM,^ADAUSDT,0.513289,0.519810,0.512302,0.519019,692,
5/24/2022,3:00 PM,^ADAUSDT,0.513784,0.514081,0.510241,0.513289,663,
5/24/2022,2:00 PM,^ADAUSDT,0.510716,0.514278,0.508932,0.513784,784,
5/24/2022,1:00 PM,^ADAUSDT,0.510500,0.514520,0.510091,0.510855,803,
5/24/2022,12:00 PM,^ADAUSDT,0.517215,0.517215,0.507494,0.510500,797,
5/24/2022,11:00 AM,^ADAUSDT,0.515762,0.520322,0.515033,0.517215,831,
5/24/2022,10:00 AM,^ADAUSDT,0.501404,0.517210,0.501053,0.515762,861,
5/24/2022,9:00 AM,^ADAUSDT,0.502508,0.504142,0.496417,0.501404,1014,
5/24/2022,8:00 AM,^ADAUSDT,0.514037,0.515207,0.501178,0.502508,887,
5/24/2022,7:00 AM,^ADAUSDT,0.515540,0.515896,0.512561,0.514037,953,
5/24/2022,6:00 AM,^ADAUSDT,0.516437,0.517404,0.514471,0.515540,1051,
5/24/2022,5:00 AM,^ADAUSDT,0.512634,0.516439,0.512634,0.516437,1066,
5/24/2022,4:00 AM,^ADAUSDT,0.512732,0.516917,0.510832,0.512634,1039,
5/24/2022,3:00 AM,^ADAUSDT,0.520085,0.520122,0.512335,0.512732,1043,
5/24/2022,2:00 AM,^ADAUSDT,0.518237,0.520237,0.517650,0.520085,1029,
5/24/2022,1:00 AM,^ADAUSDT,0.518352,0.520808,0.517789,0.518237,1067,
5/24/2022,12:00 AM,^ADAUSDT,0.520473,0.522171,0.518352,0.518352,1030,
5/23/2022,11:00 PM,^ADAUSDT,0.521227,0.522152,0.519273,0.520473,1055,
5/23/2022,10:00 PM,^ADAUSDT,0.517894,0.521368,0.517476,0.521227,1032,
5/23/2022,9:00 PM,^ADAUSDT,0.515469,0.518052,0.514568,0.517894,1053,
5/23/2022,8:00 PM,^ADAUSDT,0.515337,0.515714,0.513109,0.515469,1063,
5/23/2022,7:00 PM,^ADAUSDT,0.513003,0.517352,0.512793,0.515337,1059,
5/23/2022,6:00 PM,^ADAUSDT,0.515513,0.515513,0.508286,0.513003,1034,
5/23/2022,5:00 PM,^ADAUSDT,0.525369,0.525369,0.512059,0.515513,1011,
5/23/2022,4:00 PM,^ADAUSDT,0.525356,0.528845,0.523418,0.525369,983,
5/23/2022,3:00 PM,^ADAUSDT,0.519651,0.526743,0.519164,0.525356,993,
5/23/2022,2:00 PM,^ADAUSDT,0.544902,0.544902,0.519651,0.519651,1037,
5/23/2022,1:00 PM,^ADAUSDT,0.548342,0.550896,0.542937,0.544902,1049,
5/23/2022,12:00 PM,^ADAUSDT,0.553908,0.554235,0.547647,0.548342,1026,
5/23/2022,11:00 AM,^ADAUSDT,0.550498,0.557595,0.550295,0.553908,1056,
5/23/2022,10:00 AM,^ADAUSDT,0.545989,0.551945,0.545258,0.550498,1055,
5/23/2022,9:00 AM,^ADAUSDT,0.550013,0.550013,0.542182,0.545989,1052,
5/23/2022,8:00 AM,^ADAUSDT,0.550642,0.553874,0.547594,0.550013,1032,
5/23/2022,7:00 AM,^ADAUSDT,0.552040,0.554852,0.550433,0.550642,1029,
5/23/2022,6:00 AM,^ADAUSDT,0.548322,0.552948,0.548322,0.552040,924,
5/23/2022,5:00 AM,^ADAUSDT,0.549717,0.550138,0.547757,0.548322,952,
5/23/2022,4:00 AM,^ADAUSDT,0.549340,0.550258,0.544455,0.549717,1005,
5/23/2022,3:00 AM,^ADAUSDT,0.549938,0.552620,0.547794,0.549340,1010,
5/23/2022,2:00 AM,^ADAUSDT,0.545595,0.551321,0.545254,0.549938,954,
5/23/2022,1:00 AM,^ADAUSDT,0.541185,0.545858,0.541020,0.545595,816,
5/23/2022,12:00 AM,^ADAUSDT,0.539628,0.541848,0.538794,0.541185,726,
5/22/2022,11:00 PM,^ADAUSDT,0.542179,0.543923,0.539577,0.539628,947,
5/22/2022,10:00 PM,^ADAUSDT,0.537211,0.542370,0.537032,0.542179,968,
5/22/2022,9:00 PM,^ADAUSDT,0.540825,0.540870,0.536535,0.537211,947,
5/22/2022,8:00 PM,^ADAUSDT,0.545352,0.545429,0.540743,0.540825,921,
5/22/2022,7:00 PM,^ADAUSDT,0.542786,0.545931,0.541079,0.545352,868,
5/22/2022,6:00 PM,^ADAUSDT,0.540847,0.544924,0.540798,0.542786,886,
5/22/2022,5:00 PM,^ADAUSDT,0.536401,0.544527,0.536376,0.540847,1031,
5/22/2022,4:00 PM,^ADAUSDT,0.537070,0.538441,0.535088,0.536401,946,
5/22/2022,3:00 PM,^ADAUSDT,0.534457,0.539301,0.533288,0.537070,1040,
5/22/2022,2:00 PM,^ADAUSDT,0.536524,0.537335,0.534138,0.534457,1016,
5/22/2022,1:00 PM,^ADAUSDT,0.534767,0.536632,0.533061,0.536524,988,
5/22/2022,12:00 PM,^ADAUSDT,0.534850,0.537646,0.534517,0.534767,975,
5/22/2022,11:00 AM,^ADAUSDT,0.534371,0.535013,0.531672,0.534850,1016,
5/22/2022,10:00 AM,^ADAUSDT,0.540482,0.540653,0.533754,0.534371,1037,
5/22/2022,9:00 AM,^ADAUSDT,0.543041,0.543760,0.540482,0.540482,1054,
5/22/2022,8:00 AM,^ADAUSDT,0.545864,0.546063,0.542862,0.543041,1080,
5/22/2022,7:00 AM,^ADAUSDT,0.543380,0.546304,0.543380,0.545864,1058,
5/22/2022,6:00 AM,^ADAUSDT,0.545830,0.546681,0.540822,0.543380,1070,
5/22/2022,5:00 AM,^ADAUSDT,0.541147,0.546566,0.541147,0.545830,969,
5/22/2022,4:00 AM,^ADAUSDT,0.533741,0.541302,0.533315,0.541147,868,
5/22/2022,3:00 AM,^ADAUSDT,0.533820,0.535730,0.532744,0.533741,783,
5/22/2022,2:00 AM,^ADAUSDT,0.530316,0.534407,0.529154,0.533820,927,
5/22/2022,1:00 AM,^ADAUSDT,0.525348,0.530390,0.525348,0.530316,1019,
5/22/2022,12:00 AM,^ADAUSDT,0.523106,0.526623,0.523073,0.525348,920,
5/21/2022,11:00 PM,^ADAUSDT,0.526212,0.526780,0.523091,0.523106,950,
5/21/2022,10:00 PM,^ADAUSDT,0.525289,0.526934,0.524814,0.526212,1059,
5/21/2022,9:00 PM,^ADAUSDT,0.528496,0.528622,0.523330,0.525289,1057,
5/21/2022,8:00 PM,^ADAUSDT,0.529101,0.530176,0.528006,0.528496,1056,
5/21/2022,7:00 PM,^ADAUSDT,0.528675,0.531639,0.528301,0.529101,1030,
5/21/2022,6:00 PM,^ADAUSDT,0.525104,0.529450,0.524960,0.528675,1054,
5/21/2022,5:00 PM,^ADAUSDT,0.523635,0.525690,0.523578,0.525104,1058,
5/21/2022,4:00 PM,^ADAUSDT,0.526525,0.528399,0.523337,0.523635,1015,
5/21/2022,3:00 PM,^ADAUSDT,0.529673,0.529945,0.526374,0.526525,1073,
5/21/2022,2:00 PM,^ADAUSDT,0.531232,0.532953,0.528692,0.529673,1038,
5/21/2022,1:00 PM,^ADAUSDT,0.532267,0.532723,0.530115,0.531232,1033,
5/21/2022,12:00 PM,^ADAUSDT,0.533924,0.535208,0.531973,0.532267,1069,
5/21/2022,11:00 AM,^ADAUSDT,0.535731,0.536748,0.533025,0.533924,1061,
5/21/2022,10:00 AM,^ADAUSDT,0.528728,0.535933,0.527009,0.535731,1082,
5/21/2022,9:00 AM,^ADAUSDT,0.527945,0.530294,0.526679,0.528728,1022,
5/21/2022,8:00 AM,^ADAUSDT,0.528017,0.529357,0.526933,0.527945,1011,
5/21/2022,7:00 AM,^ADAUSDT,0.527693,0.529234,0.525636,0.528017,1053,
5/21/2022,6:00 AM,^ADAUSDT,0.529053,0.529058,0.524054,0.527693,874,
5/21/2022,5:00 AM,^ADAUSDT,0.526816,0.529950,0.526399,0.529053,973,
5/21/2022,4:00 AM,^ADAUSDT,0.527308,0.527365,0.524684,0.526816,905,
5/21/2022,3:00 AM,^ADAUSDT,0.529185,0.529813,0.527308,0.527308,1033,
5/21/2022,2:00 AM,^ADAUSDT,0.525149,0.530870,0.523831,0.529185,1062,
5/21/2022,1:00 AM,^ADAUSDT,0.523802,0.526394,0.522249,0.525149,1056,
5/21/2022,12:00 AM,^ADAUSDT,0.523395,0.523802,0.522255,0.523802,1073,
5/20/2022,11:00 PM,^ADAUSDT,0.518720,0.529135,0.518344,0.523395,1058,
5/20/2022,10:00 PM,^ADAUSDT,0.516215,0.519602,0.514181,0.518720,1097,
5/20/2022,9:00 PM,^ADAUSDT,0.513779,0.517501,0.511855,0.516215,1042,
5/20/2022,8:00 PM,^ADAUSDT,0.516633,0.516779,0.510936,0.513779,1102,
5/20/2022,7:00 PM,^ADAUSDT,0.517062,0.518233,0.515122,0.516633,1065,
5/20/2022,6:00 PM,^ADAUSDT,0.518442,0.521986,0.517062,0.517062,1055,
5/20/2022,5:00 PM,^ADAUSDT,0.517498,0.521371,0.517486,0.518442,1044,
5/20/2022,4:00 PM,^ADAUSDT,0.516025,0.518506,0.515786,0.517498,1020,
5/20/2022,3:00 PM,^ADAUSDT,0.512031,0.517157,0.510615,0.516025,1060,
5/20/2022,2:00 PM,^ADAUSDT,0.508108,0.512370,0.505773,0.511832,1088,
5/20/2022,1:00 PM,^ADAUSDT,0.505745,0.508463,0.504259,0.508108,1082,
5/20/2022,12:00 PM,^ADAUSDT,0.504446,0.506074,0.503242,0.505745,1104,
5/20/2022,11:00 AM,^ADAUSDT,0.510988,0.511388,0.503286,0.504446,1083,
5/20/2022,10:00 AM,^ADAUSDT,0.516404,0.517267,0.509816,0.510988,1050,
5/20/2022,9:00 AM,^ADAUSDT,0.533607,0.533682,0.515770,0.516404,1049,
5/20/2022,8:00 AM,^ADAUSDT,0.531114,0.534180,0.530286,0.533607,913,
5/20/2022,7:00 AM,^ADAUSDT,0.539245,0.539274,0.530685,0.531114,825,
5/20/2022,6:00 AM,^ADAUSDT,0.538711,0.541124,0.536612,0.539245,895,
5/20/2022,5:00 AM,^ADAUSDT,0.534587,0.538711,0.532933,0.538711,1006,
5/20/2022,4:00 AM,^ADAUSDT,0.531084,0.535276,0.529985,0.534587,904,
5/20/2022,3:00 AM,^ADAUSDT,0.529911,0.532292,0.529835,0.531084,872,
5/20/2022,2:00 AM,^ADAUSDT,0.523207,0.530483,0.522570,0.529911,843,
5/20/2022,1:00 AM,^ADAUSDT,0.532527,0.533288,0.522351,0.523207,1003,
5/20/2022,12:00 AM,^ADAUSDT,0.528568,0.533028,0.527611,0.532527,1068,
5/19/2022,11:00 PM,^ADAUSDT,0.530664,0.533476,0.528389,0.528568,1074,
5/19/2022,10:00 PM,^ADAUSDT,0.534571,0.534571,0.528251,0.530664,1097,
5/19/2022,9:00 PM,^ADAUSDT,0.539372,0.539372,0.533160,0.534571,1085,
5/19/2022,8:00 PM,^ADAUSDT,0.533067,0.541294,0.530787,0.539372,815,
5/19/2022,7:00 PM,^ADAUSDT,0.533271,0.534058,0.528685,0.533067,910,
5/19/2022,6:00 PM,^ADAUSDT,0.523641,0.534943,0.523274,0.533271,1027,
5/19/2022,5:00 PM,^ADAUSDT,0.528573,0.529006,0.521470,0.523641,836,
5/19/2022,4:00 PM,^ADAUSDT,0.530653,0.533038,0.527448,0.528573,690,
5/19/2022,3:00 PM,^ADAUSDT,0.527581,0.530681,0.525976,0.530653,765,
5/19/2022,2:00 PM,^ADAUSDT,0.531710,0.532164,0.526908,0.527581,935,
5/19/2022,1:00 PM,^ADAUSDT,0.533411,0.535939,0.529297,0.531710,951,
5/19/2022,12:00 PM,^ADAUSDT,0.534554,0.536990,0.530408,0.533411,1018,
5/19/2022,11:00 AM,^ADAUSDT,0.540296,0.541740,0.534311,0.534554,1048,
5/19/2022,10:00 AM,^ADAUSDT,0.526257,0.545262,0.525710,0.540296,1031,
5/19/2022,9:00 AM,^ADAUSDT,0.519988,0.530330,0.519988,0.526257,1115,
