Date,Timse,Open,High,Low,Close,Volume
17-08-2017,12:00:00,167.42,168,166.91,167.24,60
17-08-2017,13:00:00,167.25,167.33,166.12,166.74,60
17-08-2017,14:00:00,166.78,167.11,165.72,166.08,30
18-08-2017,08:00:00,165.81,168.74,165.8,168.46,60
18-08-2017,09:00:00,168.4,169.67,167.93,169.61,60
18-08-2017,10:00:00,169.64,169.88,168.74,169.16,60
18-08-2017,11:00:00,169.14,169.24,168.41,168.41,60
18-08-2017,12:00:00,168.41,168.5,167.61,167.85,60
18-08-2017,13:00:00,167.87,168.02,167.29,167.46,60
18-08-2017,14:00:00,167.48,167.49,166.52,166.53,30
21-08-2017,08:00:00,166.89,168.93,164.23,165.55,60
21-08-2017,09:00:00,165.47,166.46,164.56,164.6,60
21-08-2017,10:00:00,164.61,166.37,164.41,165.73,60
21-08-2017,11:00:00,165.74,165.76,164.51,164.65,60
21-08-2017,12:00:00,164.66,165.65,164.5,165.54,60
21-08-2017,13:00:00,165.55,166.67,165.47,166.61,60
21-08-2017,14:00:00,166.61,166.94,166.49,166.66,30
22-08-2017,08:00:00,167.65,168.75,167,168.65,60
22-08-2017,09:00:00,168.65,169.22,168.04,168.76,60
22-08-2017,10:00:00,168.75,169.13,168.34,168.54,60
22-08-2017,11:00:00,168.58,169.63,168.24,169.42,60
22-08-2017,12:00:00,169.43,169.82,169.16,169.71,60
22-08-2017,13:00:00,169.71,169.89,169.47,169.5,60
22-08-2017,14:00:00,169.52,169.86,169.27,169.33,30
23-08-2017,08:00:00,168,168.51,167.12,168.15,60
23-08-2017,09:00:00,168.17,168.31,167.25,168.05,60
23-08-2017,10:00:00,168.06,168.43,167.39,167.47,60
23-08-2017,11:00:00,167.46,167.76,166.7,166.95,60
23-08-2017,12:00:00,166.99,167.71,166.94,167.7,60
23-08-2017,13:00:00,167.69,169.16,167.65,168.96,60
23-08-2017,14:00:00,168.95,169.58,168.85,169.04,30
24-08-2017,08:00:00,169.82,170.99,167.31,167.58,60
24-08-2017,09:00:00,167.57,168.35,166.22,166.41,60
24-08-2017,10:00:00,166.4,167.2,166.15,167.06,60
24-08-2017,11:00:00,167.05,168.52,166.89,168.02,60
24-08-2017,12:00:00,168.01,168.62,167.49,168.49,60
24-08-2017,13:00:00,168.47,168.96,168.23,168.81,60
24-08-2017,14:00:00,168.76,168.89,167.79,168.08,30
25-08-2017,08:00:00,168.49,168.54,167,167.45,60
25-08-2017,09:00:00,167.47,167.47,165.79,166.15,60
25-08-2017,10:00:00,166.16,166.69,165.67,166.09,60
25-08-2017,11:00:00,166.08,166.15,165.49,165.49,60
25-08-2017,12:00:00,165.51,166.38,165.49,166,60
25-08-2017,13:00:00,166.02,166.34,165.72,165.9,60
25-08-2017,14:00:00,165.88,166.19,165.7,165.92,30
28-08-2017,08:00:00,166.3,168.18,165.57,167.73,60
28-08-2017,09:00:00,167.75,168.58,167.39,167.9,60
28-08-2017,10:00:00,167.95,168.31,167.08,167.29,60
28-08-2017,11:00:00,167.32,167.42,166.5,166.78,60
28-08-2017,12:00:00,166.8,167.3,166.6,166.91,60
28-08-2017,13:00:00,166.96,167.04,166.58,166.83,60
28-08-2017,14:00:00,166.84,167.19,166.62,167.11,30
29-08-2017,08:00:00,164.82,167.94,164.82,167.85,60
29-08-2017,09:00:00,167.9,169.15,167.9,168.07,60
29-08-2017,10:00:00,168.09,168.69,167.41,168.66,60
29-08-2017,11:00:00,168.65,169.17,168.49,169.04,60
29-08-2017,12:00:00,169.05,169.33,168.88,168.95,60
29-08-2017,13:00:00,168.9,169.66,168.9,169.51,60
29-08-2017,14:00:00,169.48,169.55,168.7,168.81,30
30-08-2017,08:00:00,169.37,173.34,169.37,172.7,60
30-08-2017,09:00:00,172.66,173.38,172.37,173.3,60
30-08-2017,10:00:00,173.26,173.29,172.7,172.93,60
30-08-2017,11:00:00,172.94,174.52,172.94,174.12,60
30-08-2017,12:00:00,174.14,174.73,173.92,174.48,60
30-08-2017,13:00:00,174.46,174.65,173.8,174.26,60
30-08-2017,14:00:00,174.28,174.82,173.7,174.69,30
31-08-2017,08:00:00,175.56,175.92,173.86,174.46,60
31-08-2017,09:00:00,174.41,175.41,174.17,175.19,60
31-08-2017,10:00:00,175.17,175.55,174.74,175.07,60
31-08-2017,11:00:00,175.09,175.14,173.87,173.9,60
31-08-2017,12:00:00,173.91,174.59,173.86,174.55,60
31-08-2017,13:00:00,174.56,174.8,174,174.19,60
31-08-2017,14:00:00,174.21,174.8,174.19,174.71,30
09-01-2017,08:00:00,175.51,176.44,174.6,175.07,60
09-01-2017,09:00:00,175.06,175.45,174.11,174.4,60
09-01-2017,10:00:00,174.38,174.8,174.07,174.55,60
09-01-2017,11:00:00,174.54,174.85,174.01,174.25,60
09-01-2017,12:00:00,174.27,174.42,173.91,174.25,60
09-01-2017,13:00:00,174.27,174.65,174.22,174.52,60
09-01-2017,14:00:00,174.51,174.85,174.35,174.63,30
09-05-2017,08:00:00,173.49,175.82,173.24,174.4,60
09-05-2017,09:00:00,174.38,175.05,173.5,173.87,60
09-05-2017,10:00:00,173.87,174.42,173.24,173.44,60
09-05-2017,11:00:00,173.33,173.43,172.4,173.04,60
09-05-2017,12:00:00,173.1,174.33,172.77,174.22,60
09-05-2017,13:00:00,174.23,174.73,174.2,174.66,60
09-05-2017,14:00:00,174.66,174.83,174.2,174.52,30
09-06-2017,08:00:00,175.2,175.83,173.73,174.5,60
09-06-2017,09:00:00,174.53,175.69,174.15,174.4,60
09-06-2017,10:00:00,174.39,176.12,174.22,175.64,60
09-06-2017,11:00:00,175.62,178.07,175.14,177.84,60
09-06-2017,12:00:00,177.82,179.41,177.34,178.61,60
09-06-2017,13:00:00,178.61,178.95,178.07,178.9,60
09-06-2017,14:00:00,178.9,179.32,178.67,179.23,30
09-07-2017,08:00:00,178.74,178.91,177.06,178.2,60
09-07-2017,09:00:00,178.14,180.25,178.02,178.94,60
09-07-2017,10:00:00,178.93,180.3,178.93,179.02,60
09-07-2017,11:00:00,179.06,179.87,178.79,179.33,60
09-07-2017,12:00:00,179.32,179.57,178.8,179.02,60
09-07-2017,13:00:00,179.01,179.21,178.63,178.66,60
09-07-2017,14:00:00,178.67,179.09,178.66,178.96,30
09-08-2017,08:00:00,178.28,180.35,178.28,179.44,60
09-08-2017,09:00:00,179.42,179.83,178.64,178.86,60
09-08-2017,10:00:00,178.87,178.97,177.32,177.52,60
09-08-2017,11:00:00,177.53,178.1,177.31,177.81,60
09-08-2017,12:00:00,177.81,177.83,176.75,176.89,60
09-08-2017,13:00:00,176.87,177.05,176.45,176.6,60
09-08-2017,14:00:00,176.6,176.72,176.24,176.4,30
09-11-2017,08:00:00,177.52,180.75,177.52,180.25,60
09-11-2017,09:00:00,180.26,180.57,179.5,180.47,60
09-11-2017,10:00:00,180.47,181.74,180.4,181.61,60
09-11-2017,11:00:00,181.61,181.95,181.39,181.46,60
09-11-2017,12:00:00,181.47,182.09,181.46,181.79,60
09-11-2017,13:00:00,181.8,182.43,181.74,182.33,60
09-11-2017,14:00:00,182.33,182.35,181.49,181.74,30
09-12-2017,08:00:00,182.45,182.49,180.63,181.2,60
09-12-2017,09:00:00,181.21,182.73,181.07,182.44,60
09-12-2017,10:00:00,182.48,184.76,182.43,184.57,60
09-12-2017,11:00:00,184.58,185.12,183.76,184.28,60
09-12-2017,12:00:00,184.29,184.5,183.88,184.25,60
09-12-2017,13:00:00,184.22,184.31,182.95,183.43,60
09-12-2017,14:00:00,183.46,185.28,183.45,185.15,30
13-09-2017,08:00:00,184.18,184.26,182.52,183.57,60
13-09-2017,09:00:00,183.57,184.49,183.39,183.67,60
13-09-2017,10:00:00,183.74,183.88,182.91,183.21,60
13-09-2017,11:00:00,183.21,184.13,183.2,183.59,60
13-09-2017,12:00:00,183.6,183.81,183.11,183.75,60
13-09-2017,13:00:00,183.74,183.77,183.04,183.19,60
13-09-2017,14:00:00,183.18,183.73,183.14,183.56,30
14-09-2017,08:00:00,183.26,185.24,182.56,184.42,60
14-09-2017,09:00:00,184.45,184.69,183.84,183.89,60
14-09-2017,10:00:00,183.9,184.09,183.03,183.21,60
14-09-2017,11:00:00,183.19,183.45,182.76,182.85,59
14-09-2017,12:00:00,182.86,182.97,182.03,182.16,60
14-09-2017,13:00:00,182.17,182.98,182.13,182.73,60
14-09-2017,14:00:00,182.73,182.79,182.28,182.59,30
15-09-2017,08:00:00,183,183.46,181.429,183.189,60
15-09-2017,09:00:00,183.19,184.918,183.19,183.648,60
15-09-2017,10:00:00,183.648,184.398,183.648,183.877,60
15-09-2017,11:00:00,183.887,183.947,183.497,183.728,60
15-09-2017,12:00:00,183.717,183.798,182.627,182.737,60
15-09-2017,13:00:00,182.738,183.307,182.597,182.597,60
15-09-2017,14:00:00,182.598,182.727,181.967,182.148,30
18-09-2017,08:00:00,183.397,185.337,183.047,183.828,60
18-09-2017,09:00:00,183.827,184.137,183.397,183.758,60
18-09-2017,10:00:00,183.767,184.588,183.527,183.947,60
18-09-2017,11:00:00,183.948,184.457,183.727,184.197,60
18-09-2017,12:00:00,184.217,184.508,183.447,183.508,60
18-09-2017,13:00:00,183.507,183.928,182.717,183.748,60
18-09-2017,14:00:00,183.757,184.957,183.648,184.558,30
19-09-2017,08:00:00,184.857,186.177,184.148,185.948,60
19-09-2017,09:00:00,185.957,186.028,184.768,185.087,60
19-09-2017,10:00:00,185.088,185.708,184.898,185.348,60
19-09-2017,11:00:00,185.348,185.448,184.997,185.178,60
19-09-2017,12:00:00,185.208,185.437,185.087,185.188,60
19-09-2017,13:00:00,185.187,185.717,185.117,185.678,60
19-09-2017,14:00:00,185.678,185.918,185.527,185.627,30
20-09-2017,08:00:00,185.988,186.458,184.467,184.788,60
20-09-2017,09:00:00,184.788,185.388,183.767,185.117,60
20-09-2017,10:00:00,185.128,185.438,184.577,185.288,60
20-09-2017,11:00:00,185.288,185.458,184.607,184.838,60
20-09-2017,12:00:00,184.837,185.458,183.187,183.517,60
20-09-2017,13:00:00,183.518,184.937,183.307,184.667,60
20-09-2017,14:00:00,184.708,185.708,184.607,185.448,30
21-09-2017,08:00:00,185.678,185.878,184.487,184.997,60
21-09-2017,09:00:00,185.008,188.668,184.888,188.078,60
21-09-2017,10:00:00,188.027,189.898,187.998,188.897,60
21-09-2017,11:00:00,188.868,189.437,188.427,189.038,60
21-09-2017,12:00:00,189.037,189.267,188.647,189.047,60
21-09-2017,13:00:00,189.057,189.498,188.317,189.408,60
21-09-2017,14:00:00,189.408,189.928,188.707,188.738,30
22-09-2017,08:00:00,188.238,189.787,186.997,188.307,60
22-09-2017,09:00:00,188.347,188.468,186.417,186.437,60
22-09-2017,10:00:00,186.448,187.368,186.377,187.258,60
22-09-2017,11:00:00,187.257,187.948,186.877,187.078,60
22-09-2017,12:00:00,187.077,187.698,186.997,187.448,60
22-09-2017,13:00:00,187.447,187.498,187.088,187.127,60
22-09-2017,14:00:00,187.128,187.568,186.968,187.187,30
25-09-2017,08:00:00,186.347,186.538,180.498,181.358,60
25-09-2017,09:00:00,181.368,181.447,179.107,180.508,60
25-09-2017,10:00:00,180.508,180.638,178.087,178.358,60
25-09-2017,11:00:00,178.357,179.747,178.008,178.717,60
25-09-2017,12:00:00,178.717,179.267,178.118,178.227,60
25-09-2017,13:00:00,178.227,178.757,177.697,178.608,60
25-09-2017,14:00:00,178.608,178.668,177.937,178.537,30
26-09-2017,08:00:00,180.587,180.868,178.788,179.837,60
26-09-2017,09:00:00,179.847,180.068,176.528,177.328,60
26-09-2017,10:00:00,177.338,179.238,177.327,178.828,60
26-09-2017,11:00:00,178.858,180.028,178.277,179.667,60
26-09-2017,12:00:00,179.687,180.028,179.317,179.368,60
26-09-2017,13:00:00,179.377,179.868,178.847,179.838,60
26-09-2017,14:00:00,179.838,179.858,179.167,179.417,30
27-09-2017,08:00:00,181.008,183.037,180.678,181.988,60
27-09-2017,09:00:00,181.998,182.178,180.997,181.078,60
27-09-2017,10:00:00,181.088,181.608,180.898,181.508,60
27-09-2017,11:00:00,181.507,182.318,181.247,182.088,60
27-09-2017,12:00:00,182.078,183.287,181.948,182.747,60
27-09-2017,13:00:00,182.748,182.927,182.318,182.588,60
27-09-2017,14:00:00,182.587,182.908,181.877,181.968,30
28-09-2017,08:00:00,181.207,181.837,179.338,179.708,60
28-09-2017,09:00:00,179.708,180.707,179.547,180.397,60
28-09-2017,10:00:00,180.398,180.608,180.017,180.027,60
28-09-2017,11:00:00,180.027,180.338,179.777,180.278,60
28-09-2017,12:00:00,180.297,180.718,180.227,180.287,60
28-09-2017,13:00:00,180.267,180.358,179.877,180.047,60
28-09-2017,14:00:00,180.048,180.768,180.007,180.638,30
29-09-2017,08:00:00,180.698,182.327,180.648,181.348,60
29-09-2017,09:00:00,181.388,182.278,181.197,182.098,60
29-09-2017,10:00:00,182.098,182.838,181.797,182.008,60
29-09-2017,11:00:00,182.007,182.437,181.537,181.538,60
29-09-2017,12:00:00,181.548,181.738,181.237,181.558,60
29-09-2017,13:00:00,181.557,181.568,181.187,181.257,60
29-09-2017,14:00:00,181.258,181.388,180.878,181.238,30
10-02-2017,08:00:00,181.998,182.768,180.297,180.657,60
10-02-2017,09:00:00,180.667,180.998,179.108,179.228,60
10-02-2017,10:00:00,179.247,179.247,177.398,178.197,60
10-02-2017,11:00:00,178.198,178.267,177.288,177.358,60
10-02-2017,12:00:00,177.357,177.437,176.848,177.298,60
10-02-2017,13:00:00,177.288,177.837,176.867,177.027,60
10-02-2017,14:00:00,177.037,177.178,176.588,176.967,30
10-03-2017,08:00:00,177.598,179.318,177.547,178.537,60
10-03-2017,09:00:00,178.537,179.638,178.407,179.237,60
10-03-2017,10:00:00,179.228,179.498,178.497,178.978,60
10-03-2017,11:00:00,178.978,179.268,178.318,178.618,59
10-03-2017,12:00:00,178.637,178.958,178.417,178.627,60
10-03-2017,13:00:00,178.628,179.017,178.287,178.678,60
10-03-2017,14:00:00,178.678,179.198,178.587,179.178,30
10-04-2017,08:00:00,181.398,186.628,181.247,185.318,60
10-04-2017,09:00:00,185.327,186.008,184.827,185.427,60
10-04-2017,10:00:00,185.495,185.698,184.648,184.758,60
10-04-2017,11:00:00,184.798,184.938,183.818,183.908,60
10-04-2017,12:00:00,183.907,185.008,183.247,184.247,60
10-04-2017,13:00:00,184.287,184.678,183.717,184.228,60
10-04-2017,14:00:00,184.228,184.638,184.058,184.408,30
10-05-2017,08:00:00,185.647,191.367,184.468,190.197,60
10-05-2017,09:00:00,190.187,192.765,189.977,191.458,60
10-05-2017,10:00:00,191.458,191.467,190.107,191.038,60
10-05-2017,11:00:00,191.067,192.308,191.017,191.347,60
10-05-2017,12:00:00,191.377,192.932,190.887,192.698,60
10-05-2017,13:00:00,192.738,193.967,192.667,193.387,60
10-05-2017,14:00:00,193.348,194.468,193.007,194.388,30
10-06-2017,08:00:00,194.278,195.677,192.017,195.277,60
10-06-2017,09:00:00,195.307,198.567,195.007,198.397,60
10-06-2017,10:00:00,198.427,198.908,197.357,198.188,60
10-06-2017,11:00:00,198.228,198.338,195.627,195.878,60
10-06-2017,12:00:00,195.888,196.818,195.817,196.227,60
10-06-2017,13:00:00,196.247,197.258,196.237,196.538,60
10-06-2017,14:00:00,196.538,198.268,196.498,197.977,30
10-09-2017,08:00:00,198.998,199.282,196.547,198.128,60
10-09-2017,09:00:00,198.158,199.147,197.817,198.187,60
10-09-2017,10:00:00,198.187,198.298,197.417,197.867,60
10-09-2017,11:00:00,197.898,198.007,197.547,197.658,60
10-09-2017,12:00:00,197.658,197.778,196.917,197.257,60
10-09-2017,13:00:00,197.258,197.397,196.557,197.158,60
10-09-2017,14:00:00,197.157,197.158,196.648,196.867,30
10-10-2017,08:00:00,197.748,198.147,194.047,195.027,60
10-10-2017,09:00:00,195.028,195.618,194.297,194.448,60
10-10-2017,10:00:00,194.467,194.907,192.118,193.497,60
10-10-2017,11:00:00,193.498,195.138,193.357,194.898,60
10-10-2017,12:00:00,194.938,195.028,194.217,194.668,60
10-10-2017,13:00:00,194.677,195.038,194.358,194.788,60
10-10-2017,14:00:00,194.787,195.257,194.738,195.037,30
10-11-2017,08:00:00,195.547,196.167,194.347,195.278,60
10-11-2017,09:00:00,195.298,195.338,194.097,194.338,60
10-11-2017,10:00:00,194.338,194.988,193.738,194.958,60
10-11-2017,11:00:00,194.957,195.158,194.148,194.217,60
10-11-2017,12:00:00,194.218,194.858,194.147,194.757,60
10-11-2017,13:00:00,194.768,194.948,194.408,194.537,60
10-11-2017,14:00:00,194.538,195.008,194.537,194.868,30
10-12-2017,08:00:00,196.757,198.488,196.098,197.668,60
10-12-2017,09:00:00,197.668,197.677,195.818,196.157,60
10-12-2017,10:00:00,196.167,196.388,195.687,195.738,60
10-12-2017,11:00:00,195.737,195.908,195.208,195.407,60
10-12-2017,12:00:00,195.408,195.618,194.727,195.348,60
10-12-2017,13:00:00,195.357,196.098,195.277,195.638,60
10-12-2017,14:00:00,195.647,195.848,195.507,195.767,30
13-10-2017,08:00:00,199.577,200.747,198.797,199.278,60
13-10-2017,09:00:00,199.278,199.588,197.187,197.888,60
13-10-2017,10:00:00,197.887,198.978,197.698,198.697,60
13-10-2017,11:00:00,198.698,199.468,198.627,199.078,60
13-10-2017,12:00:00,199.077,199.138,198.367,198.878,60
13-10-2017,13:00:00,198.878,199.588,198.687,199.368,60
13-10-2017,14:00:00,199.367,199.538,199.107,199.468,30
16-10-2017,08:00:00,201.578,201.987,198.497,198.647,60
16-10-2017,09:00:00,198.648,199.458,197.837,199.278,60
16-10-2017,10:00:00,199.287,200.117,198.847,199.857,60
16-10-2017,11:00:00,199.858,201.098,199.787,199.897,60
16-10-2017,12:00:00,199.898,200.808,199.857,200.747,60
16-10-2017,13:00:00,200.747,202.487,200.357,202.348,60
16-10-2017,14:00:00,202.347,202.787,202.078,202.548,30
17-10-2017,08:00:00,199.997,204.348,197.778,200.438,60
17-10-2017,09:00:00,200.497,201.427,199.008,199.097,60
17-10-2017,10:00:00,199.098,199.958,197.827,198.208,60
17-10-2017,11:00:00,198.238,199.498,197.777,198.758,60
17-10-2017,12:00:00,198.768,199.778,198.648,199.028,60
17-10-2017,13:00:00,199.077,200.347,198.937,199.617,60
17-10-2017,14:00:00,199.618,199.968,199.118,199.457,30
18-10-2017,08:00:00,199.967,199.967,196.237,196.698,60
18-10-2017,09:00:00,196.737,197.167,195.247,195.708,60
18-10-2017,10:00:00,195.707,196.518,194.247,196.478,60
18-10-2017,11:00:00,196.478,196.498,195.307,195.338,60
18-10-2017,12:00:00,195.317,195.527,194.427,194.507,60
18-10-2017,13:00:00,194.508,196.397,194.328,196.107,60
18-10-2017,14:00:00,196.108,196.188,195.387,195.517,30
19-10-2017,08:00:00,192.998,194.028,191.167,192.757,60
19-10-2017,09:00:00,192.757,194.347,192.447,193.558,60
19-10-2017,10:00:00,193.557,194.127,193.197,193.747,60
19-10-2017,11:00:00,193.748,193.978,193.217,193.798,60
19-10-2017,12:00:00,193.828,193.918,193.367,193.848,60
19-10-2017,13:00:00,193.847,194.378,193.817,194.098,60
19-10-2017,14:00:00,194.098,195.208,194.097,195.088,30
20-10-2017,08:00:00,196.077,196.278,194.818,195.027,60
20-10-2017,09:00:00,195.028,195.248,194.247,194.257,60
20-10-2017,10:00:00,194.258,195.577,194.028,195.498,60
20-10-2017,11:00:00,195.497,195.558,194.567,194.707,60
20-10-2017,12:00:00,194.727,195.448,194.597,195.368,60
20-10-2017,13:00:00,195.368,195.398,194.288,194.428,60
20-10-2017,14:00:00,194.428,194.558,193.768,194.047,30
23-10-2017,08:00:00,194.088,194.747,191.037,192.418,60
23-10-2017,09:00:00,192.407,194.807,192.067,193.868,60
23-10-2017,10:00:00,193.858,194.15,192.998,193.298,60
23-10-2017,11:00:00,193.298,193.548,192.657,192.668,60
23-10-2017,12:00:00,192.668,192.908,191.757,191.838,60
23-10-2017,13:00:00,191.837,192.207,191.397,191.868,60
23-10-2017,14:00:00,191.867,192.568,191.617,192.438,30
24-10-2017,08:00:00,192.698,193.477,191.397,192.197,60
24-10-2017,09:00:00,192.207,193.658,191.787,193.578,60
24-10-2017,10:00:00,193.578,194.45,193.577,194.178,60
24-10-2017,11:00:00,194.177,194.187,193.528,194.097,60
24-10-2017,12:00:00,194.087,196.188,193.947,195.868,60
24-10-2017,13:00:00,195.867,196.708,195.407,196.377,60
24-10-2017,14:00:00,196.387,196.648,195.687,196.028,30
25-10-2017,08:00:00,195.197,196.948,194.997,195.837,60
25-10-2017,09:00:00,195.838,195.907,193.008,193.918,60
25-10-2017,10:00:00,193.908,194.648,193.547,193.638,60
25-10-2017,11:00:00,193.647,194.908,193.427,194.357,60
25-10-2017,12:00:00,194.357,194.758,194.347,194.568,60
25-10-2017,13:00:00,194.567,194.618,193.697,194.038,60
25-10-2017,14:00:00,194.057,194.098,192.997,193.758,30
26-10-2017,08:00:00,194.518,196.318,194.047,196.197,60
26-10-2017,09:00:00,196.197,197.568,196.197,196.698,60
26-10-2017,10:00:00,196.698,197.417,196.497,196.808,60
26-10-2017,11:00:00,196.807,196.857,196.128,196.378,60
26-10-2017,12:00:00,196.347,196.347,195.447,196.077,60
26-10-2017,13:00:00,196.078,196.408,195.898,196.097,60
26-10-2017,14:00:00,196.098,196.207,195.037,195.207,30
27-10-2017,08:00:00,197.175,198.117,196.218,197.458,60
27-10-2017,09:00:00,197.458,199.087,197.427,199.027,60
27-10-2017,10:00:00,199.027,200.497,199.027,200.397,60
27-10-2017,11:00:00,200.397,200.608,198.717,198.847,60
27-10-2017,12:00:00,198.847,198.858,197.547,197.638,60
27-10-2017,13:00:00,197.638,198.468,197.437,198.228,60
27-10-2017,14:00:00,198.228,199.707,198.197,199.517,30
30-10-2017,08:00:00,199.62,201.03,197.56,200.26,60
30-10-2017,09:00:00,200.32,200.4,198.68,198.86,60
30-10-2017,10:00:00,198.86,199.52,198.31,199.01,60
30-10-2017,11:00:00,199.01,199.86,198.95,199.41,60
30-10-2017,12:00:00,199.41,199.64,198.75,199.23,60
30-10-2017,13:00:00,199.24,199.37,197.75,198.2,60
30-10-2017,14:00:00,198.21,198.657,197.07,198.33,30
31-10-2017,08:00:00,198.37,198.5,196.35,197.03,60
31-10-2017,09:00:00,197.02,197.24,196.48,196.59,60
31-10-2017,10:00:00,196.62,196.65,195.21,195.77,60
31-10-2017,11:00:00,195.78,196.66,195.76,196.42,60
31-10-2017,12:00:00,196.42,196.64,195.9,196.47,60
31-10-2017,13:00:00,196.47,196.47,195.59,195.84,60
31-10-2017,14:00:00,195.88,196.47,195.78,196.42,30
11-01-2017,08:00:00,197.22,197.74,196,197.54,60
11-01-2017,09:00:00,197.55,197.98,196.71,197.84,60
11-01-2017,10:00:00,197.85,199.13,197.6,198.66,60
11-01-2017,11:00:00,198.695,198.73,197.36,197.8,60
11-01-2017,12:00:00,197.82,198.19,197.35,197.66,60
11-01-2017,13:00:00,197.68,198.13,197.45,197.51,60
11-01-2017,14:00:00,197.52,198.17,197.46,197.99,30
11-02-2017,08:00:00,197.33,199.29,197.04,198.15,60
11-02-2017,09:00:00,198.16,198.638,197.53,197.698,60
11-02-2017,10:00:00,197.698,198.298,197.318,197.727,60
11-02-2017,11:00:00,197.728,198.788,197.418,198.457,60
11-02-2017,12:00:00,198.458,198.558,197.688,198.518,60
11-02-2017,13:00:00,198.517,199.138,198.367,199.068,60
11-02-2017,14:00:00,199.067,199.417,198.777,199.318,30
11-03-2017,08:00:00,199.498,199.878,198.498,198.997,60
11-03-2017,09:00:00,198.998,199.178,198.328,198.457,60
11-03-2017,10:00:00,198.457,199.147,197.967,198.908,60
11-03-2017,11:00:00,198.907,199.758,198.617,199.567,60
11-03-2017,12:00:00,199.627,200.478,199.248,200.207,60
11-03-2017,13:00:00,200.268,200.478,199.248,199.287,60
11-03-2017,14:00:00,199.298,200.008,199.258,199.988,30
11-06-2017,09:00:00,199.987,201.517,199.337,201.247,60
11-06-2017,10:00:00,201.248,202.447,201.027,201.548,60
11-06-2017,11:00:00,201.547,201.887,200.907,200.928,60
11-06-2017,12:00:00,200.948,201.638,200.928,201.468,60
11-06-2017,13:00:00,201.498,201.538,198.078,199.307,60
11-06-2017,14:00:00,199.307,199.738,199.087,199.708,60
11-06-2017,15:00:00,199.718,200.218,199.697,200.097,30
11-07-2017,09:00:00,199.947,200.548,197.098,197.108,60
11-07-2017,10:00:00,197.098,198.108,195.737,195.898,60
11-07-2017,11:00:00,195.962,196.708,195.527,195.708,60
11-07-2017,12:00:00,195.708,196.548,195.608,195.957,60
11-07-2017,13:00:00,195.958,196.488,195.787,195.928,60
11-07-2017,14:00:00,195.927,196.458,194.798,195.377,60
11-07-2017,15:00:00,195.438,195.918,195.197,195.758,30
11-08-2017,09:00:00,195.868,196.968,195.227,195.518,60
11-08-2017,10:00:00,195.567,196.287,194.737,196.018,60
11-08-2017,11:00:00,195.978,196.337,195.558,195.758,60
11-08-2017,12:00:00,195.777,196.008,195.657,195.888,59
11-08-2017,13:00:00,195.887,195.988,194.767,195.347,60
11-08-2017,14:00:00,195.348,196.098,195.097,195.828,60
11-08-2017,15:00:00,195.828,196.478,195.828,196.417,30
11-09-2017,09:00:00,194.667,194.667,191.748,193.547,60
11-09-2017,10:00:00,193.527,193.807,192.597,192.837,60
11-09-2017,11:00:00,192.838,193.438,191.777,191.808,60
11-09-2017,12:00:00,191.798,191.888,190.807,191.458,60
11-09-2017,13:00:00,191.447,192.848,191.278,192.258,60
11-09-2017,14:00:00,192.258,193.138,192.208,193.137,60
11-09-2017,15:00:00,193.138,194.128,193.097,193.877,30
11-10-2017,09:00:00,191.497,192.458,189.498,190.157,60
11-10-2017,10:00:00,190.168,190.628,189.797,190.378,60
11-10-2017,11:00:00,190.377,190.957,189.737,189.778,60
11-10-2017,12:00:00,189.808,190.208,189.628,190.107,60
11-10-2017,13:00:00,190.108,191.728,189.857,191.358,60
11-10-2017,14:00:00,191.357,192.267,191.347,191.807,60
11-10-2017,15:00:00,191.818,192.237,191.567,191.997,30
13-11-2017,09:00:00,190.997,193.838,190.997,193.588,60
13-11-2017,10:00:00,193.587,194.725,193.197,194.725,60
13-11-2017,11:00:00,194.668,195.678,194.367,194.948,60
13-11-2017,12:00:00,194.948,195.238,194.467,194.908,60
13-11-2017,13:00:00,194.897,195.818,194.827,195.728,60
13-11-2017,14:00:00,195.728,196.018,195.367,195.617,60
13-11-2017,15:00:00,195.618,195.668,194.338,195.068,30
14-11-2017,09:00:00,193.547,195.508,193.038,193.547,60
14-11-2017,10:00:00,193.558,194.938,192.938,194.718,60
14-11-2017,11:00:00,194.718,195.778,194.717,195.377,60
14-11-2017,12:00:00,195.377,195.377,193.248,193.787,60
14-11-2017,13:00:00,193.787,195.068,193.727,194.818,60
14-11-2017,14:00:00,194.818,195.617,194.537,195.337,60
14-11-2017,15:00:00,195.338,195.868,195.137,195.678,30
15-11-2017,09:00:00,194.467,195.297,193.078,194.988,60
15-11-2017,10:00:00,194.987,195.148,194.567,194.937,60
15-11-2017,11:00:00,194.927,195.097,193.857,194.318,60
15-11-2017,12:00:00,194.317,194.318,193.388,193.468,60
15-11-2017,13:00:00,193.467,193.808,193.057,193.058,60
15-11-2017,14:00:00,193.048,193.227,192.078,192.088,60
15-11-2017,15:00:00,192.088,192.298,191.527,192.097,30
16-11-2017,09:00:00,194.007,197.237,193.747,195.887,60
16-11-2017,10:00:00,195.888,197.247,195.847,196.948,60
16-11-2017,11:00:00,196.947,197.677,196.907,197.197,60
16-11-2017,12:00:00,197.217,197.428,196.127,196.437,60
16-11-2017,13:00:00,196.437,196.588,195.827,195.848,60
16-11-2017,14:00:00,195.847,196.068,195.607,195.767,60
16-11-2017,15:00:00,195.768,195.878,195.078,195.508,30
